焉有是理,Verb-Object
駭人聞見,Verb-Object
依人藩籬,Verb-Object
不勝枚舉,Verb-Object
出人意表,Verb-Object
放蕩形骸,Verb-Object
出人意料,Verb-Object
拾人牙慧,Verb-Object
了無所有,Verb-Object
出於意外,Verb-Object
無所措手,Verb-Object
不動聲氣,Verb-Object
不辨菽粟,Verb-Object
出乎意外,Verb-Object
襲人牙慧,Verb-Object
包藏逆心,Verb-Object
甚失所望,Verb-Object
別出新裁,Verb-Object
放浪形跡,Verb-Object
包藏姦心,Verb-Object
豈念舊惡,Verb-Object
流芳萬古,Verb-Object
如數家珍,Verb-Object
遮人眼目,Verb-Object
脫略形骸,Verb-Object
傍人籬落,Verb-Object
超人意表,Verb-Object
塗炭生民,Verb-Object
不知所措,Verb-Object
依本葫蘆,Verb-Object
不為凡響,Verb-Object
出其不意,Verb-Object
一開生面,Verb-Object
明察秋毫,Verb-Object
冠絕前後,Verb-Object
莫措手足,Verb-Object
好為人師,Verb-Object
並作威福,Verb-Object
放浪形骸,Verb-Object
不識時變,Verb-Object
無有倫比,Verb-Object
不辯菽麥,Verb-Object
豈有此理,Verb-Object
搜索枯腸,Verb-Object
退徙三舍,Verb-Object
殊失所望,Verb-Object
別出心裁,Verb-Object
蹈赴湯火,Verb-Object
出於意表,Verb-Object
獨善其身,Verb-Object
一決雌雄,Verb-Object
不共天地,Verb-Object
博覽五車,Verb-Object
辟君三舍,Verb-Object
尚存一息,Verb-Object
甘拜下風,Verb-Object
包藏禍心,Verb-Object
不見書傳,Verb-Object
不遺餘力,Verb-Object
遏斷行雲,Verb-Object
草菅人命,Verb-Object
腳踹實地,Verb-Object
豈有是理,Verb-Object
未識一丁,Verb-Object
不同日月,Verb-Object
折衝罇俎,Verb-Object
盛氣陵人,Verb-Object
出人意外,Verb-Object
退避三舍,Verb-Object
不同凡響,Verb-Object
大失所欲,Verb-Object
大失所望,Verb-Object
不念舊惡,Verb-Object
安有此理,Verb-Object
不知所云,Verb-Object
披瀝肝膈,Verb-Object
闇度陳倉,Verb-Object
擇從其善,Verb-Object
高懸秦鏡,Verb-Object
依然故我,Verb-Object
獨善一身,Verb-Object
吟弄風月,Verb-Object
仰承鼻息,Verb-Object
夢覺黃粱,Verb-Object
不值半文,Verb-Object
絕人意表,Verb-Object
披瀝肝膽,Verb-Object
重整旗鼓,Verb-Object
流芳百世,Verb-Object
駭人聞聽,Verb-Object
益無忌憚,Verb-Object
聳動聽聞,Verb-Object
不直一文,Verb-Object
終于正寢,Verb-Object
推愛屋烏,Verb-Object
如魚得水,Verb-Object
漫不經心,Verb-Object
一視同仁,Verb-Object
開布誠信,Verb-Object
不脩邊幅,Verb-Object
搜攪枯腸,Verb-Object
誤學邯鄲,Verb-Object
仰人鼻息,Verb-Object
枉使心機,Verb-Object
漂搖風雨,Verb-Object
暗箭中人,Verb-Object
偕老百年,Verb-Object
將李代桃,Verb-Object
遺臭萬代,Verb-Object
包羅萬彙,Verb-Object
年高德劭,Verb-Object
心猨意馬,Verb-Object
連篇累冊,Verb-Object
人面獸心,Verb-Object
推心致腹,Verb-Object
朝秦暮楚,Verb-Object
安貧守道,Verb-Object
同心并力,Verb-Object
驚心駭矚,Verb-Object
形孤影隻,Verb-Object
保殘守闕,Verb-Object
捕風弄月,Verb-Object
慮遠謀深,Verb-Object
繁文末節,Verb-Object
冷嘲熱謔,Verb-Object
拈花摘草,Verb-Object
千變萬化,Verb-Object
益壽延齡,Verb-Object
舌劍脣鎗,Verb-Object
嘲風詠月,Verb-Object
異聲同辭,Verb-Object
神術妙法,Verb-Object
素餐尸位,Verb-Object
張牙舞爪,Verb-Object
鬼使神差,Verb-Object
面紅面赤,Verb-Object
萬紫千紅,Verb-Object
默化潛移,Verb-Object
露爪張牙,Verb-Object
言聽計從,Verb-Object
巧言善色,Verb-Object
似玉如花,Verb-Object
偃武興文,Verb-Object
日暮途窮,Verb-Object
端人君子,Verb-Object
弄草拈花,Verb-Object
豐食美衣,Verb-Object
端本正源,Verb-Object
吟風弄月,Verb-Object
深根固蔕,Verb-Object
連篇累帙,Verb-Object
裝腔做勢,Verb-Object
影單形隻,Verb-Object
搶地呼天,Verb-Object
眼高手生,Verb-Object
驩欣鼓舞,Verb-Object
改調解張,Verb-Object
水流花落,Verb-Object
清原正本,Verb-Object
玉潔冰清,Verb-Object
地久天長,Verb-Object
標新立異,Verb-Object
南轅北轍,Verb-Object
生死與奪,Verb-Object
同床異夢,Verb-Object
嘲風弄月,Verb-Object
口呿目瞪,Verb-Object
寬洪大度,Verb-Object
文過飾非,Verb-Object
波平風靜,Verb-Object
感激涕泗,Verb-Object
苦口婆心,Verb-Object
孤陋寡聞,Verb-Object
情同意洽,Verb-Object
眉飛色舞,Verb-Object
龍淵虎穴,Verb-Object
捕影拿風,Verb-Object
途遙日暮,Verb-Object
誓山盟海,Verb-Object
金戈鐵甲,Verb-Object
石爛松枯,Verb-Object
脫胎換體,Verb-Object
移風改俗,Verb-Object
冷言冷語,Verb-Object
深慮遠計,Verb-Object
牽腸挂肚,Verb-Object
志同道合,Verb-Object
明目張膽,Verb-Object
塞源端本,Verb-Object
載塗怨讟,Verb-Object
侈功好大,Verb-Object
陽奉陰違,Verb-Object
探湯蹈火,Verb-Object
桂薪玉粒,Verb-Object
盈篇累牘,Verb-Object
雷厲風行,Verb-Object
迴山倒海,Verb-Object
戮力齊心,Verb-Object
黨同伐異,Verb-Object
情孚意合,Verb-Object
妙策神機,Verb-Object
鉤心鬥角,Verb-Object
錦衣肉食,Verb-Object
眼高手拙,Verb-Object
處心積慮,Verb-Object
粘花惹草,Verb-Object
踞虎盤龍,Verb-Object
錦心繡腑,Verb-Object
擊鐘陳鼎,Verb-Object
行尸走骨,Verb-Object
錦衣玉食,Verb-Object
影隻形單,Verb-Object
戰戰兢兢,Verb-Object
棄甲負弩,Verb-Object
奮爪張牙,Verb-Object
老姦大猾,Verb-Object
同心合力,Verb-Object
排難解紛,Verb-Object
出類拔萃,Verb-Object
大度豁達,Verb-Object
弄月嘲風,Verb-Object
根深蔕固,Verb-Object
赴湯投火,Verb-Object
膽顫心驚,Verb-Object
禍首罪魁,Verb-Object
得心應手,Verb-Object
偃旗臥鼓,Verb-Object
水深火熱,Verb-Object
棄甲曳兵,Verb-Object
義正辭嚴,Verb-Object
縮衣節口,Verb-Object
畏頭畏尾,Verb-Object
魂銷魄散,Verb-Object
三令五申,Verb-Object
掛肚牽腸,Verb-Object
壞法婪贓,Verb-Object
尸祿素餐,Verb-Object
寬仁大度,Verb-Object
如火如荼,Verb-Object
粗茶淡飯,Verb-Object
非馬非驢,Verb-Object
冷嘲閑諷,Verb-Object
絕無僅有,Verb-Object
老姦巨猾,Verb-Object
作威作福,Verb-Object
沉魚落鴈,Verb-Object
移風易尚,Verb-Object
神術妙計,Verb-Object
電捲風馳,Verb-Object
嬌生慣養,Verb-Object
殫精畢思,Verb-Object
沽名吊譽,Verb-Object
出神入化,Verb-Object
割肚牽腸,Verb-Object
列鼎撞鍾,Verb-Object
巷議街談,Verb-Object
還童返少,Verb-Object
水火深熱,Verb-Object
惡稔貫盈,Verb-Object
刻骨銘心,Verb-Object
如花似玉,Verb-Object
不倫不類,Verb-Object
光明磊落,Verb-Object
殫精畢力,Verb-Object
損人肥己,Verb-Object
鏤心刻骨,Verb-Object
形孤影孑,Verb-Object
推誠布信,Verb-Object
酒海花天,Verb-Object
金戈鐵騎,Verb-Object
妝模作樣,Verb-Object
星羅棋布,Verb-Object
粗枝大葉,Verb-Object
優柔寡斷,Verb-Object
風光月霽,Verb-Object
孤苦伶仃,Verb-Object
一趨一步,Verb-Object
一暴十寒,Verb-Object
兔死狗烹,Verb-Object
殊致同歸,Verb-Object
暴虎憑河,Verb-Object
海乾石爛,Verb-Object
兵連禍結,Verb-Object
十拿九穩,Verb-Object
損人益己,Verb-Object
途窮日暮,Verb-Object
